ISO country code,Country,Sub-national region,World region,MPI National,MPI Regional,Headcount Ratio Regional,Intensity of deprivation Regional,lat,lng
AFG,Afghanistan,Badakhshan,South Asia,0.295,0.387,67.5,57.3,36.7347725,70.81199529999999
AFG,Afghanistan,Badghis,South Asia,0.295,0.466,79.3,58.8,35.1671339,63.7695384
AFG,Afghanistan,Baghlan,South Asia,0.295,0.3,59.7,50.3,35.8042947,69.2877535
AFG,Afghanistan,Balkh,South Asia,0.295,0.301,55.7,54.1,36.7550603,66.8975372
AFG,Afghanistan,Bamyan,South Asia,0.295,0.325,61.0,53.3,34.8100067,67.8212104
AFG,Afghanistan,Daykundi,South Asia,0.295,0.313,65.1,48.1,33.669495,66.0463534
AFG,Afghanistan,Farah,South Asia,0.295,0.319,61.4,52.0,32.4464635,62.1454133
AFG,Afghanistan,Faryab,South Asia,0.295,0.25,49.4,50.6,36.0795613,64.90595499999999
AFG,Afghanistan,Ghazni,South Asia,0.295,0.245,47.4,51.6,33.5450587,68.4173972
AFG,Afghanistan,Ghor,South Asia,0.295,0.384,74.6,51.5,34.0995776,64.90595499999999
AFG,Afghanistan,Helmand,South Asia,0.295,0.261,61.8,42.2,31.3636474,63.95861110000001
AFG,Afghanistan,Herat,South Asia,0.295,0.353,63.3,55.8,34.352865,62.20402869999999
AFG,Afghanistan,Jawzjan,South Asia,0.295,0.293,60.9,48.1,36.8969692,65.6658568
AFG,Afghanistan,Kabul,South Asia,0.295,0.117,25.3,46.1,34.5553494,69.207486
AFG,Afghanistan,Kandahar,South Asia,0.295,0.4370000000000001,72.1,60.7,31.628871,65.7371749
AFG,Afghanistan,Kapisa,South Asia,0.295,0.28,53.6,52.3,34.9810572,69.6214562
AFG,Afghanistan,Khost,South Asia,0.295,0.29600000000000004,57.8,51.1,33.3338472,69.9371673
AFG,Afghanistan,Kunarha,South Asia,0.295,0.269,58.3,46.2,34.8465893,71.097317
AFG,Afghanistan,Kunduz,South Asia,0.295,0.294,60.5,48.5,36.7285907,68.8680663
AFG,Afghanistan,Laghman,South Asia,0.295,0.369,70.4,52.4,34.6897687,70.1455805
AFG,Afghanistan,Logar,South Asia,0.295,0.187,41.4,45.2,34.0145518,69.1923916
AFG,Afghanistan,Nangarhar,South Asia,0.295,0.287,54.9,52.4,34.1718313,70.6216794
AFG,Afghanistan,Nimroz,South Asia,0.295,0.231,45.4,50.9,31.0261488,62.4504154
AFG,Afghanistan,Nooristan,South Asia,0.295,0.611,93.7,65.2,35.3250223,70.90712359999999
AFG,Afghanistan,Paktika,South Asia,0.295,0.13699999999999998,28.1,48.6,32.2645386,68.52471489999999
AFG,Afghanistan,Paktya,South Asia,0.295,0.218,45.2,48.3,33.706199,69.3831079
AFG,Afghanistan,Panjsher,South Asia,0.295,0.12,25.8,46.6,35.5025772,69.9550338
AFG,Afghanistan,Parwan,South Asia,0.295,0.294,58.6,50.1,34.9630977,68.81088489999999
AFG,Afghanistan,Samangan,South Asia,0.295,0.35,64.3,54.4,36.3155506,67.9642863
AFG,Afghanistan,Sar-E-Pul,South Asia,0.295,0.341,67.8,50.3,35.6707473,66.0463534
AFG,Afghanistan,Takhar,South Asia,0.295,0.361,65.1,55.4,36.6698013,69.4784541
AFG,Afghanistan,Urozgan,South Asia,0.295,0.624,94.5,66.0,32.9271287,66.1415263
AFG,Afghanistan,Wardak,South Asia,0.295,0.34,67.9,50.1,34.3513494,68.2385339
AFG,Afghanistan,Zabul,South Asia,0.295,0.175,34.6,50.4,32.1918782,67.1894488
BDI,Burundi,Bujumbura Mairie,Sub-Saharan Africa,0.454,0.16399999999999998,36.3,45.3,-3.4146958,29.3598782
BDI,Burundi,Nord,Sub-Saharan Africa,0.454,0.501,85.7,58.4,-3.373056,29.918886
BDI,Burundi,Centre-Est,Sub-Saharan Africa,0.454,0.473,83.6,56.5,9.0630758,7.4649479
BDI,Burundi,Ouest,Sub-Saharan Africa,0.454,0.499,87.8,56.8,-3.373056,29.918886
BDI,Burundi,Sud,Sub-Saharan Africa,0.454,0.422,78.9,53.5,-3.373056,29.918886
BEN,Benin,Alibori,Sub-Saharan Africa,0.307,0.528,92.7,57.0,10.9681093,2.7779813
BEN,Benin,Atacora,Sub-Saharan Africa,0.307,0.454,85.7,53.0,10.7954931,1.6760691
BEN,Benin,Atlantique,Sub-Saharan Africa,0.307,0.278,57.3,48.5,6.6588391,2.2236667
BEN,Benin,Borgou,Sub-Saharan Africa,0.307,0.35100000000000003,71.4,49.2,9.5340864,2.7779813
BEN,Benin,Collines,Sub-Saharan Africa,0.307,0.292,62.0,47.1,8.3022297,2.302446
BEN,Benin,Couffo,Sub-Saharan Africa,0.307,0.345,71.2,48.5,7.003589400000001,1.7538817
BEN,Benin,Donga,Sub-Saharan Africa,0.307,0.335,70.2,47.7,9.7191867,1.6760691
BEN,Benin,Littoral,Sub-Saharan Africa,0.307,0.083,20.1,41.4,6.3806973,2.4406387
BEN,Benin,Mono,Sub-Saharan Africa,0.307,0.259,56.1,46.1,6.6607182,1.7538817
BEN,Benin,Ouðmð,Sub-Saharan Africa,0.307,0.238,51.6,46.1,,
BEN,Benin,Plateau,Sub-Saharan Africa,0.307,0.34700000000000003,71.8,48.3,7.3445141,2.539603
BEN,Benin,Zou,Sub-Saharan Africa,0.307,0.334,67.3,49.7,7.346926799999999,2.0665197
BFA,Burkina Faso,Boucle de mouhoun,Sub-Saharan Africa,0.535,0.591,91.9,64.3,12.4166,-3.4195527
BFA,Burkina Faso,Cascades,Sub-Saharan Africa,0.535,0.493,84.4,58.4,10.4072992,-4.5624426
BFA,Burkina Faso,Centre,Sub-Saharan Africa,0.535,0.207,43.9,47.3,12.3425897,-1.443469
BFA,Burkina Faso,Centre-est,Sub-Saharan Africa,0.535,0.58,91.6,63.3,11.5247674,-0.1494988
BFA,Burkina Faso,Centre-nord,Sub-Saharan Africa,0.535,0.575,93.6,61.4,13.1724464,-0.9056623
BFA,Burkina Faso,Centre-ouest,Sub-Saharan Africa,0.535,0.5539999999999999,86.6,64.0,11.8798466,-2.302446
BFA,Burkina Faso,Centre-sud,Sub-Saharan Africa,0.535,0.513,86.8,59.1,11.5228911,-1.0586135
BFA,Burkina Faso,Est,Sub-Saharan Africa,0.535,0.698,96.7,72.2,12.4365526,0.9056623
BFA,Burkina Faso,Hauts basins,Sub-Saharan Africa,0.535,0.459,74.9,61.3,11.4942003,-4.2333355
BFA,Burkina Faso,Nord,Sub-Saharan Africa,0.535,0.581,89.2,65.1,13.718252,-2.302446
BFA,Burkina Faso,Plateau central,Sub-Saharan Africa,0.535,0.524,87.6,59.8,12.2537648,-0.7532808999999999
BFA,Burkina Faso,Sahel,Sub-Saharan Africa,0.535,0.69,97.0,71.1,14.1000865,-0.1494988
BFA,Burkina Faso,Sud-ouest,Sub-Saharan Africa,0.535,0.655,92.4,70.8,10.4231493,-3.2583626
BGD,Bangladesh,Barisal,South Asia,0.196,0.224,46.5,48.1,22.7010021,90.35345110000002
BGD,Bangladesh,Chittagong,South Asia,0.196,0.18600000000000005,38.9,47.9,22.356851,91.7831819
BGD,Bangladesh,Dhaka,South Asia,0.196,0.174,36.6,47.6,23.810332,90.4125181
BGD,Bangladesh,Khulna,South Asia,0.196,0.156,35.7,43.7,22.845641,89.5403279
BGD,Bangladesh,Rajshahi,South Asia,0.196,0.192,41.4,46.3,24.3635886,88.62413509999999
BGD,Bangladesh,Rangpur,South Asia,0.196,0.206,45.7,45.1,25.7438916,89.275227
BGD,Bangladesh,Sylhet,South Asia,0.196,0.32,61.9,51.8,24.8949294,91.8687063
BLZ,Belize,Corozal,Latin America and Caribbean,0.018000000000000002,0.026,6.2,41.6,18.4030802,-88.3967536
BLZ,Belize,Orange Walk,Latin America and Caribbean,0.018000000000000002,0.019,4.4,42.6,18.0842472,-88.5710266
BLZ,Belize,Belize (excluding Belize City South Side),Latin America and Caribbean,0.018000000000000002,0.005,1.4,37.5,17.4891317,-88.188656
BLZ,Belize,Stann Creek,Latin America and Caribbean,0.018000000000000002,0.013,3.6,36.2,16.8116631,-88.4016041
BLZ,Belize,Toledo,Latin America and Caribbean,0.018000000000000002,0.019,4.9,39.8,16.2491923,-88.86469799999999
BLZ,Belize,Cayo,Latin America and Caribbean,0.018000000000000002,0.054000000000000006,13.6,39.8,17.0984445,-88.94138650000001
BLZ,Belize,Belize City South Side,Latin America and Caribbean,0.018000000000000002,0.005,1.3,35.7,17.4891317,-88.188656
BOL,"Bolivia, Plurinational State of",Chuquisaca,Latin America and Caribbean,0.08900000000000001,0.145,31.8,45.4,-20.0249144,-64.1478236
BOL,"Bolivia, Plurinational State of",La Paz,Latin America and Caribbean,0.08900000000000001,0.077,18.4,41.8,-16.489689,-68.11929359999999
BOL,"Bolivia, Plurinational State of",Cochabamba,Latin America and Caribbean,0.08900000000000001,0.105,23.3,45.0,-17.4139766,-66.1653224
BOL,"Bolivia, Plurinational State of",Oruro,Latin America and Caribbean,0.08900000000000001,0.073,17.2,42.3,-17.9646772,-67.1060353
BOL,"Bolivia, Plurinational State of",Potosð,Latin America and Caribbean,0.08900000000000001,0.168,36.2,46.3,,
BOL,"Bolivia, Plurinational State of",Tarija,Latin America and Caribbean,0.08900000000000001,0.081,18.4,43.9,-21.5213825,-64.7280952
BOL,"Bolivia, Plurinational State of",Santa Cruz,Latin America and Caribbean,0.08900000000000001,0.043,10.4,40.9,-17.8145819,-63.1560853
BOL,"Bolivia, Plurinational State of",Beni,Latin America and Caribbean,0.08900000000000001,0.099,23.3,42.5,-14.3782747,-65.0957792
BOL,"Bolivia, Plurinational State of",Pando,Latin America and Caribbean,0.08900000000000001,0.087,21.8,39.8,-10.7988901,-66.9988011
BRA,Brazil,Acre,Latin America and Caribbean,0.021,0.07200000000000001,15.6,46.4,-9.0237964,-70.81199529999999
BRA,Brazil,Alagoas,Latin America and Caribbean,0.021,0.042,9.4,44.0,-9.5713058,-36.7819505
BRA,Brazil,Amapð,Latin America and Caribbean,0.021,0.022,5.1,42.9,,
BRA,Brazil,Amazonas,Latin America and Caribbean,0.021,0.044,10.3,42.7,-3.4168427,-65.8560646
BRA,Brazil,Bahia,Latin America and Caribbean,0.021,0.029,7.0,41.9,-12.579738,-41.7007272
BRA,Brazil,Cearð,Latin America and Caribbean,0.021,0.029,7.0,42.1,30.537147,-97.844248
BRA,Brazil,Distrito Federal,Latin America and Caribbean,0.021,0.008,2.3,35.0,-15.7997654,-47.8644715
BRA,Brazil,Espðrito Santo,Latin America and Caribbean,0.021,0.018000000000000002,4.8,36.9,-19.1834229,-40.3088626
BRA,Brazil,Goiðs,Latin America and Caribbean,0.021,0.017,4.1,40.5,,
BRA,Brazil,Maranhðo,Latin America and Caribbean,0.021,0.046,10.2,45.7,,
BRA,Brazil,Mato Grosso,Latin America and Caribbean,0.021,0.019,4.5,41.6,-12.6818712,-56.921099
BRA,Brazil,Mato Grosso do Sul,Latin America and Caribbean,0.021,0.019,4.3,43.0,-20.7722295,-54.7851531
BRA,Brazil,Minas Gerais,Latin America and Caribbean,0.021,0.021,5.4,38.8,-18.512178,-44.5550308
BRA,Brazil,Paranð,Latin America and Caribbean,0.021,0.016,4.0,38.7,-25.2520888,-52.0215415
BRA,Brazil,Paraðba,Latin America and Caribbean,0.021,0.032,7.6,41.9,,
BRA,Brazil,Parð,Latin America and Caribbean,0.021,0.035,7.8,45.0,,
BRA,Brazil,Pernambuco,Latin America and Caribbean,0.021,0.027000000000000003,6.5,42.2,-8.8137173,-36.954107
BRA,Brazil,Piauð,Latin America and Caribbean,0.021,0.039,8.8,43.9,,
BRA,Brazil,Rio Grande do Norte,Latin America and Caribbean,0.021,0.03,7.2,41.3,-5.402580299999999,-36.954107
BRA,Brazil,Rio Grande do Sul,Latin America and Caribbean,0.021,0.012,3.2,38.9,-30.0346316,-51.2176986
BRA,Brazil,Rio de Janeiro,Latin America and Caribbean,0.021,0.011,2.9,37.1,-22.9068467,-43.1728965
BRA,Brazil,Rondðnia,Latin America and Caribbean,0.021,0.024,5.5,43.6,-11.5057341,-63.580611
BRA,Brazil,Roraima,Latin America and Caribbean,0.021,0.029,7.1,40.4,2.7375971,-62.0750998
BRA,Brazil,Santa Catarina,Latin America and Caribbean,0.021,0.019,4.9,38.6,-27.2423392,-50.2188556
BRA,Brazil,Sergipe,Latin America and Caribbean,0.021,0.034,8.0,41.9,-10.5740934,-37.3856581
BRA,Brazil,Sðo Paulo,Latin America and Caribbean,0.021,0.012,3.4,35.4,-23.5671844,-46.7387185
BRA,Brazil,Tocantins,Latin America and Caribbean,0.021,0.03,7.3,41.2,-10.17528,-48.2982474
BTN,Bhutan,Bumthang,South Asia,0.119,0.042,10.7,39.0,27.641839,90.6773046
BTN,Bhutan,Chukha,South Asia,0.119,0.121,26.1,46.6,27.0784304,89.4742177
BTN,Bhutan,Dagana,South Asia,0.119,0.222,48.8,45.5,27.0322861,89.8879304
BTN,Bhutan,Haa,South Asia,0.119,0.059,14.9,39.8,27.2651669,89.1705998
BTN,Bhutan,Lhuntse,South Asia,0.119,0.151,36.1,41.7,27.8264989,91.13530200000001
BTN,Bhutan,Mongar,South Asia,0.119,0.165,37.4,44.1,27.2617059,91.28910359999999
BTN,Bhutan,Paro,South Asia,0.119,0.026,6.5,39.3,27.428684,89.41636539999999
BTN,Bhutan,Pemagatshel,South Asia,0.119,0.128,31.0,41.2,27.002382,91.3469247
BTN,Bhutan,Punakha,South Asia,0.119,0.08800000000000001,19.5,45.2,27.5920869,89.87974589999999
BTN,Bhutan,Samdrup Jongkhar,South Asia,0.119,0.149,34.5,43.2,26.8035682,91.5039207
BTN,Bhutan,Samtse,South Asia,0.119,0.197,43.2,45.6,27.0291832,89.0561532
BTN,Bhutan,Sarpang,South Asia,0.119,0.102,23.3,43.9,26.9373041,90.4879916
BTN,Bhutan,Thimphu,South Asia,0.119,0.016,4.3,37.8,27.4727924,89.6392863
BTN,Bhutan,Trashigang,South Asia,0.119,0.132,30.2,43.8,27.3325014,91.55234349999999
BTN,Bhutan,Trashiyangtse,South Asia,0.119,0.121,29.3,41.4,27.6825285,91.4821482
BTN,Bhutan,Trongsa,South Asia,0.119,0.14800000000000002,34.5,42.8,27.5002269,90.5080634
BTN,Bhutan,Tsirang,South Asia,0.119,0.196,46.0,42.6,27.032207,90.1869644
BTN,Bhutan,Wangdi,South Asia,0.119,0.099,22.7,43.5,27.4879018,89.8996196
BTN,Bhutan,Zhemgang,South Asia,0.119,0.184,42.1,43.8,27.076975,90.8294002
CAF,Central African Republic,Ombella-M'poko,Sub-Saharan Africa,0.43,0.403,76.6,52.7,5.1188825,18.4276047
CAF,Central African Republic,Lobaye,Sub-Saharan Africa,0.43,0.494,87.1,56.7,4.3525981,17.4795173
CAF,Central African Republic,Mambðrð-Kadði,Sub-Saharan Africa,0.43,0.4970000000000001,85.3,58.3,,
CAF,Central African Republic,Nana-Mambðrð,Sub-Saharan Africa,0.43,0.52,88.5,58.8,,
CAF,Central African Republic,Sangha-Mbaðrð,Sub-Saharan Africa,0.43,0.505,85.8,58.9,,
CAF,Central African Republic,Ouham-Pendð,Sub-Saharan Africa,0.43,0.479,86.1,55.6,,
CAF,Central African Republic,Ouham,Sub-Saharan Africa,0.43,0.5329999999999999,90.0,59.2,7.090910999999999,17.668887
CAF,Central African Republic,Kðmo,Sub-Saharan Africa,0.43,0.501,86.7,57.8,,
CAF,Central African Republic,Nana-Grðbizi,Sub-Saharan Africa,0.43,0.419,78.7,53.2,7.184860700000001,19.3783206
CAF,Central African Republic,Ouaka,Sub-Saharan Africa,0.43,0.471,85.0,55.5,6.3168216,20.7122465
CAF,Central African Republic,Haute-Kotto,Sub-Saharan Africa,0.43,0.42,77.7,54.0,7.7964379,23.3823545
CAF,Central African Republic,Bamingui-Bangoran,Sub-Saharan Africa,0.43,0.364,72.0,50.6,8.2733455,20.7122465
CAF,Central African Republic,Basse-Kotto,Sub-Saharan Africa,0.43,0.544,92.4,58.9,4.8719319,21.2845025
CAF,Central African Republic,Mbomou,Sub-Saharan Africa,0.43,0.491,89.7,54.8,5.556837000000001,23.7632828
CAF,Central African Republic,Haut-Mbomou,Sub-Saharan Africa,0.43,0.418,83.3,50.2,6.2537134,25.4733554
CAF,Central African Republic,Bangui,Sub-Saharan Africa,0.43,0.197,42.9,45.8,4.3946735,18.5581899
CHN,China,East,East Asia and the Pacific,0.017,0.008,1.9,40.6,42.4708235,-92.35764359999999
CHN,China,Central,East Asia and the Pacific,0.017,0.013,3.2,40.5,34.0125207,-117.6893121
CHN,China,West,East Asia and the Pacific,0.017,0.034,8.1,41.9,30.2955086,-97.7417655
CIV,Cote d'Ivoire,Centre,Sub-Saharan Africa,0.31,0.359,65.6,54.8,5.2954172,-3.9835142
CIV,Cote d'Ivoire,Centre-Est,Sub-Saharan Africa,0.31,0.297,57.1,52.0,,
CIV,Cote d'Ivoire,Centre-Nord,Sub-Saharan Africa,0.31,0.322,62.5,51.6,5.356142699999999,-3.9666402
CIV,Cote d'Ivoire,Centre-Ouest,Sub-Saharan Africa,0.31,0.334,63.3,52.7,,
CIV,Cote d'Ivoire,Nord,Sub-Saharan Africa,0.31,0.477,78.0,61.2,7.539988999999999,-5.547079999999999
CIV,Cote d'Ivoire,Nord-Est,Sub-Saharan Africa,0.31,0.374,69.3,54.0,5.3107834,-3.9444905
CIV,Cote d'Ivoire,Nord-Ouest,Sub-Saharan Africa,0.31,0.518,85.6,60.5,7.539988999999999,-5.547079999999999
CIV,Cote d'Ivoire,Ouest,Sub-Saharan Africa,0.31,0.38,72.0,52.7,7.539988999999999,-5.547079999999999
CIV,Cote d'Ivoire,Sud sans Abidjan,Sub-Saharan Africa,0.31,0.264,53.0,49.9,,
CIV,Cote d'Ivoire,Sud-ouest,Sub-Saharan Africa,0.31,0.394,75.2,52.4,4.7459773,-6.6143386
CIV,Cote d'Ivoire,Ville d'Abidjan,Sub-Saharan Africa,0.31,0.109,25.2,43.1,5.3599517,-4.0082563
CMR,Cameroon,Adamaoua,Sub-Saharan Africa,0.248,0.269,51.1,52.7,6.9181954,12.8054753
CMR,Cameroon,Centre (sans Yaoundð),Sub-Saharan Africa,0.248,0.179,41.8,42.7,,
CMR,Cameroon,Douala,Sub-Saharan Africa,0.248,0.024,6.7,36.4,4.0510564,9.7678687
CMR,Cameroon,Est,Sub-Saharan Africa,0.248,0.274,56.1,48.9,7.369721999999999,12.354722
CMR,Cameroon,Extrðme-Nord,Sub-Saharan Africa,0.248,0.54,86.7,62.3,,
CMR,Cameroon,Littoral (sans Douala),Sub-Saharan Africa,0.248,0.091,19.9,45.5,4.0134386,9.717007299999999
CMR,Cameroon,Nord,Sub-Saharan Africa,0.248,0.458,77.3,59.3,8.580901299999999,13.914399
CMR,Cameroon,Nord-Ouest,Sub-Saharan Africa,0.248,0.16699999999999998,38.8,43.1,6.470373899999999,10.439656
CMR,Cameroon,Ouest,Sub-Saharan Africa,0.248,0.146,35.1,41.8,5.4638158,10.8000051
CMR,Cameroon,Sud,Sub-Saharan Africa,0.248,0.131,30.8,42.4,2.7202832,11.7068294
CMR,Cameroon,Sud-Ouest,Sub-Saharan Africa,0.248,0.129,29.3,44.0,5.1573493,9.367308399999999
CMR,Cameroon,Yaoundð,Sub-Saharan Africa,0.248,0.026,6.5,40.3,,
COD,"Congo, Democratic Republic of the",Kinshasa,Sub-Saharan Africa,0.401,0.102,23.4,43.6,-4.4419311,15.2662931
COD,"Congo, Democratic Republic of the",Bandundu,Sub-Saharan Africa,0.401,0.435,83.7,52.0,-4.163679,18.8076195
COD,"Congo, Democratic Republic of the",Bas-Congo,Sub-Saharan Africa,0.401,0.393,74.2,53.0,-5.2365685,13.914399
COD,"Congo, Democratic Republic of the",ðquateur,Sub-Saharan Africa,0.401,0.48,87.5,54.8,,
COD,"Congo, Democratic Republic of the",Kasað-Occidental,Sub-Saharan Africa,0.401,0.49,87.1,56.2,,
COD,"Congo, Democratic Republic of the",Kasað-Oriental,Sub-Saharan Africa,0.401,0.431,80.7,53.4,,
COD,"Congo, Democratic Republic of the",Katanga,Sub-Saharan Africa,0.401,0.4,72.4,55.2,-8.8851145,26.419389
COD,"Congo, Democratic Republic of the",Maniema,Sub-Saharan Africa,0.401,0.409,78.0,52.4,-3.0730929,26.0413889
COD,"Congo, Democratic Republic of the",Nord-Kivu,Sub-Saharan Africa,0.401,0.349,67.0,52.1,-0.7917729,29.0459927
COD,"Congo, Democratic Republic of the",Orientale,Sub-Saharan Africa,0.401,0.401,77.4,51.8,1.6406296,26.419389
COD,"Congo, Democratic Republic of the",Sud-Kivu,Sub-Saharan Africa,0.401,0.462,82.9,55.8,-3.011658,28.299435
COG,"Congo, Republic of",Kouilou,Sub-Saharan Africa,0.181,0.35200000000000004,73.5,47.9,-4.1428413,11.8891721
COG,"Congo, Republic of",Niari,Sub-Saharan Africa,0.181,0.238,52.0,45.7,-3.18427,12.2547919
COG,"Congo, Republic of",Lðkoumou,Sub-Saharan Africa,0.181,0.32299999999999995,64.1,50.4,,
COG,"Congo, Republic of",Bouenza,Sub-Saharan Africa,0.181,0.274,56.2,48.7,-4.1128079,13.7289167
COG,"Congo, Republic of",Pool,Sub-Saharan Africa,0.181,0.299,65.0,46.0,-3.7762628,14.8454619
COG,"Congo, Republic of",Plateaux,Sub-Saharan Africa,0.181,0.35700000000000004,72.2,49.4,-2.0680088,15.4068079
COG,"Congo, Republic of",Cuvette,Sub-Saharan Africa,0.181,0.246,53.4,46.1,-0.2877446,16.1580937
COG,"Congo, Republic of",Cuvette-Ouest,Sub-Saharan Africa,0.181,0.312,66.5,46.9,0.144755,14.4723301
COG,"Congo, Republic of",Sangha,Sub-Saharan Africa,0.181,0.285,55.9,51.0,1.4662328,15.4068079
COG,"Congo, Republic of",Likouala,Sub-Saharan Africa,0.181,0.304,67.3,45.1,2.043924000000001,17.668887
COG,"Congo, Republic of",Brazzaville,Sub-Saharan Africa,0.181,0.103,24.7,41.8,-4.2633597,15.2428853
